"genome"	"Sample_name"	"Time_point"	"Metabolic_treatment"	"Replicate_number"	"Relative_abundance"	"3-Hydroxypropionate bi-cycle"	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"Citrate cycle (TCA cycle, Krebs cycle)"	"Dicarboxylate-hydroxybutyrate cycle"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	"Glyoxylate cycle"	"Hydroxypropionate-hydroxybutylate cycle"	"Methanogenesis, CO2 => methane"	"Pentose phosphate pathway (Pentose phosphate cycle)"	"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"Reductive citrate cycle (Arnon-Buchanan cycle)"	"Reductive pentose phosphate cycle (Calvin cycle)"	"Complex I: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	"Complex I: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	"Complex I: NADH:quinone oxidoreductase, prokaryotes"	"Complex II: Fumarate reductase, prokaryotes"	"Complex II: Succinate dehydrogenase (ubiquinone)"	"Complex II: Succinate dehydrogenase, prokaryotes"	"Complex III: Cytochrome bc1 complex"	"Complex III: Cytochrome bc1 complex respiratory unit"	"Complex III: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome c oxidase, cbb3-type"	"Complex IV Low affinity: Cytochrome aa3-600 menaquinol oxidase"	"Complex IV Low affinity: Cytochrome c oxidase"	"Complex IV Low affinity: Cytochrome c oxidase, prokaryotes"	"Complex IV Low affinity: Cytochrome o ubiquinol oxidase"	"Complex V: F-type ATPase, eukaryotes"	"Complex V: F-type ATPase, prokaryotes and chloroplasts"	"Complex V: V-type ATPase, eukaryotes"	"Complex V: V/A-type ATPase, prokaryotes"	"CAZy: Alpha-galactans"	"CAZy: Alpha-mannan"	"CAZy: Amorphous Cellulose"	"CAZy: Arabinan"	"CAZy: Arabinose cleavage"	"CAZy: Beta-galactan (pectic galactan)"	"CAZy: Beta-mannan"	"CAZy: Chitin"	"CAZy: Crystalline Cellulose"	"CAZy: Fucose Cleavage"	"CAZy: Mixed-Linkage glucans"	"CAZy: Mucin"	"CAZy: Pectin"	"CAZy: Polyphenolics"	"CAZy: Rhamnose cleavage"	"CAZy: Starch"	"CAZy: Sulf-Polysachharides"	"CAZy: Xylans"	"CAZy: Xyloglucan"	"Methanogenesis and methanotrophy: Key functional gene"	"Methanogenesis and methanotrophy: acetate => methane, pt 1"	"Methanogenesis and methanotrophy: acetate => methane, pt 2"	"Methanogenesis and methanotrophy: acetate => methane, pt 3"	"Methanogenesis and methanotrophy: dimethylamine => monomethylamine"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (mmo)"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (pmo)"	"Methanogenesis and methanotrophy: methanol => methane"	"Methanogenesis and methanotrophy: monomethylamine => ammonia"	"Methanogenesis and methanotrophy: putative but not defining CO2 => methane"	"Methanogenesis and methanotrophy: trimethylamine => dimethylamine"	"Nitrogen metabolism: Bacterial (aerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial (anaerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial/Archaeal ammonia oxidation"	"Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)"	"Nitrogen metabolism: Nitrogen fixation alternative"	"Nitrogen metabolism: ammonia => nitrite"	"Nitrogen metabolism: nitrate => nitrite"	"Nitrogen metabolism: nitric oxide => nitrous oxide"	"Nitrogen metabolism: nitrite => nitric oxide"	"Nitrogen metabolism: nitrite => nitrate"	"Nitrogen metabolism: nitrogen => ammonia"	"Nitrogen metabolism: nitrous oxide => nitrogen"	"Other Reductases: TMAO reductase"	"Other Reductases: arsenate reduction, pt 1"	"Other Reductases: arsenate reduction, pt 2"	"Other Reductases: mercury reduction"	"Other Reductases: selenate/Chlorate reduction"	"Photosynthesis: Photosystem I"	"Photosynthesis: Photosystem II"	"SCFA and alcohol conversions: Alcohol production"	"SCFA and alcohol conversions: Butyrate, pt 1"	"SCFA and alcohol conversions: Butyrate, pt 2"	"SCFA and alcohol conversions: Propionate, pt 1"	"SCFA and alcohol conversions: Propionate, pt 2"	"SCFA and alcohol conversions: acetate, pt 1"	"SCFA and alcohol conversions: acetate, pt 2"	"SCFA and alcohol conversions: acetate, pt 3"	"SCFA and alcohol conversions: lactate D"	"SCFA and alcohol conversions: lactate L"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v1"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v2"	"SCFA and alcohol conversions: pyruvate => acetylCoA f+ formate v3"	"Sulfur metabolism: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	"Sulfur metabolism: dissimilatory sulfate reduction (and oxidation) sulfate => sulfide"	"Sulfur metabolism: tetrathionate => thiosulfate"	"Sulfur metabolism: thiosulfate => sulfite"	"Completeness"	"Contamination"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Family_genus"	"Family_genus_bin"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.39"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	3.7212	0	0	0.875	0.461538461538462	0.75	0.888888888888889	0.4	0.214285714285714	0.125	1	0.285714285714286	0.7	0.727272727272727	0	0	0.785714285714286	0	0	0.75	0	0	0	0	1	0	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	100	0.06	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Terrimonas_A*"	"**Unidentified species**"	"*Chitinophagaceae*, *Terrimonas_A*"	"*Chitinophagaceae*, *Terrimonas_A* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.39)"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.48"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	65.9475	0.25	0	1	0.384615384615385	0.5	0.888888888888889	0.6	0	0	1	0.285714285714286	0.7	0.818181818181818	0	0	1	0	0	1	0.3	1	0	0	0	0	0.2	1	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	99.33	0.07	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Nitrosomonadaceae*"	"*Nitrosospira*"	"**Unidentified species**"	"*Nitrosomonadaceae*, *Nitrosospira*"	"*Nitrosomonadaceae*, *Nitrosospira* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.48)"
"MEGAHIT-MaxBin2Refined-group-2.006"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	0.75	0.307692307692308	0.75	0.888888888888889	0.8	0	0	1	0.285714285714286	0.5	0.727272727272727	0	0	0	0	0	1	0	1	0.666666666666667	0.666666666666667	0	0	0.133333333333333	1	0	0	0.875	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	99.23	5.56	"d__Bacteria"	"*Actinomycetota*"	"*Actinomycetes*"	"*Actinomycetales*"	"*Microbacteriaceae*"	"*Microbacterium*"	"**Unidentified species**"	"*Microbacteriaceae*, *Microbacterium*"	"*Microbacteriaceae*, *Microbacterium* (MEGAHIT-MaxBin2Refined-group-2.006)"
"MEGAHIT-MaxBin2Refined-group-2.015"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	0.75	0.307692307692308	0.75	0.777777777777778	1	0	0	1	0.285714285714286	0.5	0.636363636363636	0	0	0	0	0	1	0	1	0.666666666666667	0.666666666666667	0	0	0.133333333333333	1	0	0	0.875	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	99.6	5.27	"d__Bacteria"	"*Actinomycetota*"	"*Actinomycetes*"	"*Actinomycetales*"	"*Microbacteriaceae*"	"*Microbacterium*"	"**Unidentified species**"	"*Microbacteriaceae*, *Microbacterium*"	"*Microbacteriaceae*, *Microbacterium* (MEGAHIT-MaxBin2Refined-group-2.015)"
"MEGAHIT-MaxBin2Refined-group-2.016_sub"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0.5	0	1	0.461538461538462	0.75	0.888888888888889	1	0.142857142857143	0	0.714285714285714	0.285714285714286	0.8	0.818181818181818	0	0.0714285714285714	0.714285714285714	0	0	0.75	0.3	1	0	0	1	0	0.2	1	1	0.0666666666666667	0.625	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	99.4	1.66	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Sphingopyxis*"	"*Sphingopyxis granuli*"	"*Sphingomonadaceae*, *Sphingopyxis*"	"*Sphingomonadaceae*, *Sphingopyxis* (MEGAHIT-MaxBin2Refined-group-2.016_sub)"
"MEGAHIT-MaxBin2Refined-group-2.020_sub"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0.0672	0.25	0	1	0.538461538461538	0.75	0.888888888888889	1	0.142857142857143	0	1	0.285714285714286	0.7	0.545454545454545	0	0	0.923076923076923	0	0.25	0.75	0	0	0	0	0.75	0	0.2	0.666666666666667	0.75	0	0.625	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	97.44	2.76	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Steroidobacterales*"	"*Steroidobacteraceae*"	"*Povalibacter*"	"**Unidentified species**"	"*Steroidobacteraceae*, *Povalibacter*"	"*Steroidobacteraceae*, *Povalibacter* (MEGAHIT-MaxBin2Refined-group-2.020_sub)"
"MEGAHIT-MaxBin2Refined-group-2.022_sub"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	0.75	0.384615384615385	0.75	0.888888888888889	0.2	0.0714285714285714	0	1	0.285714285714286	0.5	0.545454545454545	0	0	0.714285714285714	0	0	0.75	0	0	0	0	0.666666666666667	0	0.133333333333333	1	0	0	0.625	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	97.85	8.98	"d__Bacteria"	"*Verrucomicrobiota*"	"*Verrucomicrobiae*"	"*Opitutales*"	"*Opitutaceae*"	"*UBA6669*"	"**Unidentified species**"	"*Opitutaceae*, *UBA6669*"	"*Opitutaceae*, *UBA6669* (MEGAHIT-MaxBin2Refined-group-2.022_sub)"
"MEGAHIT-MaxBin2Refined-group-4.002"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	1	0.538461538461538	0.75	0.888888888888889	1	0.142857142857143	0.125	1	0.285714285714286	0.9	0.727272727272727	0	0	0.714285714285714	0	0	0.75	0	1	0.666666666666667	0.666666666666667	0.333333333333333	1	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	100	7.95	"d__Bacteria"	"*Bacillota*"	"*Bacilli*"	"*Bacillales_B*"	"*DSM-18226*"	"*Neobacillus*"	"**Unidentified species**"	"*DSM-18226*, *Neobacillus*"	"*DSM-18226*, *Neobacillus* (MEGAHIT-MaxBin2Refined-group-4.002)"
"MEGAHIT-MaxBin2Refined-group-5.004"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	1	0.461538461538462	0.75	0.888888888888889	0.6	0	0	1	0.142857142857143	0.8	0.818181818181818	0	0	0	0	0	0.75	0	1	0.666666666666667	0.666666666666667	0	1	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	100	0.37	"d__Bacteria"	"*Bacillota*"	"*Bacilli*"	"*Paenibacillales*"	"*Paenibacillaceae*"	"*Paenibacillus*"	"**Unidentified species**"	"*Paenibacillaceae*, *Paenibacillus*"	"*Paenibacillaceae*, *Paenibacillus* (MEGAHIT-MaxBin2Refined-group-5.004)"
"MEGAHIT-MaxBin2Refined-group-5.019"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	0.25	0.153846153846154	0	0.888888888888889	0	0.0714285714285714	0	0.571428571428571	0.285714285714286	0.2	0.636363636363636	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0.888888888888889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	93.23	9.2	"d__Bacteria"	"*Bacillota_A*"	"*Clostridia*"	"*Clostridiales*"	"*Clostridiaceae*"	"*Clostridium_J*"	"**Unidentified species**"	"*Clostridiaceae*, *Clostridium_J*"	"*Clostridiaceae*, *Clostridium_J* (MEGAHIT-MaxBin2Refined-group-5.019)"
"MEGAHIT-MaxBin2Refined-group-6.003"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	1	0.307692307692308	0.75	0.777777777777778	0.6	0.0714285714285714	0.375	1	0.285714285714286	0.8	0.545454545454545	0	0	0.846153846153846	0	0	0.75	0.1	0.333333333333333	0.666666666666667	0.666666666666667	0	0	0.133333333333333	1	0	0	0.875	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	99.81	2.31	"d__Bacteria"	"*Planctomycetota*"	"*Planctomycetia*"	"*Isosphaerales*"	"*Isosphaeraceae*"	"*Paludisphaera*"	"**Unidentified species**"	"*Isosphaeraceae*, *Paludisphaera*"	"*Isosphaeraceae*, *Paludisphaera* (MEGAHIT-MaxBin2Refined-group-6.003)"
"MEGAHIT-MaxBin2Refined-group-6.013"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	1	0.384615384615385	0.75	0.888888888888889	0.6	0.142857142857143	0.125	1	0.285714285714286	0.7	0.727272727272727	0	0	0.857142857142857	0	0	0.75	0	0	0.666666666666667	0.666666666666667	0.666666666666667	0	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	99.97	0.69	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Cytophagales*"	"*Spirosomataceae*"	"*Dyadobacter*"	"*Dyadobacter sp001898145*"	"*Spirosomataceae*, *Dyadobacter*"	"*Spirosomataceae*, *Dyadobacter* (MEGAHIT-MaxBin2Refined-group-6.013)"
"MEGAHIT-MaxBin2Refined-group-6.020"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0.25	0	0.625	0.307692307692308	0.5	0.777777777777778	0.8	0.214285714285714	0.25	0.857142857142857	0	0.5	0.545454545454545	0	0	0.928571428571429	0	0	0.25	0	1	0.666666666666667	0.666666666666667	0	0	0.133333333333333	0.666666666666667	0	0	0.375	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	94.16	3.88	"d__Bacteria"	"*Actinomycetota*"	"*Actinomycetes*"	"*Mycobacteriales*"	"*Mycobacteriaceae*"	"*Mycobacterium*"	"*Mycobacterium longobardum*"	"*Mycobacteriaceae*, *Mycobacterium*"	"*Mycobacteriaceae*, *Mycobacterium* (MEGAHIT-MaxBin2Refined-group-6.020)"
"MEGAHIT-MaxBin2Refined-group-8.003"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	1	0.538461538461538	0.75	0.888888888888889	0.6	0.0714285714285714	0	1	0.142857142857143	0.8	0.727272727272727	0	0	0	0	0	0.75	0	1	0.666666666666667	0.666666666666667	0	1	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	99.99	0	"d__Bacteria"	"*Bacillota*"	"*Bacilli*"	"*Paenibacillales*"	"*Paenibacillaceae*"	"*Paenibacillus*"	"**Unidentified species**"	"*Paenibacillaceae*, *Paenibacillus*"	"*Paenibacillaceae*, *Paenibacillus* (MEGAHIT-MaxBin2Refined-group-8.003)"
"MEGAHIT-MaxBin2Refined-group-9.010_sub"	"NitrifyingPelletDNA_Day0_DNARNAkit_rep1_S1_R1_001.fastq.gz"	"Week 0"	"Inoculum"	"1"	0	0	0	1	0.538461538461538	1	0.888888888888889	1	0.0714285714285714	0	1	0.285714285714286	0.6	0.727272727272727	0	0	1	0	0.25	0.75	0.3	1	0.666666666666667	0.666666666666667	0.75	0	0.133333333333333	1	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	99.79	0.53	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Xanthomonadales*"	"*Rhodanobacteraceae*"	"*Rhodanobacter*"	"*Rhodanobacter sp001898415*"	"*Rhodanobacteraceae*, *Rhodanobacter*"	"*Rhodanobacteraceae*, *Rhodanobacter* (MEGAHIT-MaxBin2Refined-group-9.010_sub)"
